noticeId,tenderRef,title,country,buyer,productMolecule,moleculeDetected,moleculeVariant,detectionMethod,atcCode,itemNumber,productName,strength,packSize,supplier,maxPrice,packsSoldLast12m,estimatedValue,awardedValue,awardedSupplier,currency,noticeType,status,publicationDate,contractStart,procedureType,sourceDocument,sourceUrl
SIHF-2601c,2601c,2601c paliperidon,NO,Sykehusinnkjøp HF,Paliperidone,True,Paliperidonpalmitat,name,N05AX13,182551,Xeplion,100 mg,100.0,Orifarm AS,1967.77,,,,,NOK,procurement plan,Kan prisbehandles,,,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2601c,2601c,2601c paliperidon,NO,Sykehusinnkjøp HF,Paliperidone,True,Paliperidonpalmitat,name,N05AX13,379151,Palmeux,75 mg,75.0,Amdipharm Ltd,1582.91,,,,,NOK,procurement plan,Markedsført,,,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2601c,2601c,2601c paliperidon,NO,Sykehusinnkjøp HF,Paliperidone,True,Paliperidonpalmitat,name,N05AX13,392171,Paliperidon Zentiva,150 mg,150.0,Zentiva k.s.,2749.81,,,,,NOK,procurement plan,Markedsført,,,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2601c,2601c,2601c paliperidon,NO,Sykehusinnkjøp HF,Paliperidone,True,Paliperidonpalmitat,name,N05AX13,409745,Xeplion,100 mg,100.0,Janssen-Cilag International N.V.,1967.77,,,,,NOK,procurement plan,Markedsført,,,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2601c,2601c,2601c paliperidon,NO,Sykehusinnkjøp HF,Paliperidone,True,Paliperidonpalmitat,name,N05AX13,412581,Xeplion,75 mg,75.0,Janssen-Cilag International N.V.,1582.91,,,,,NOK,procurement plan,Markedsført,,,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2601c,2601c,2601c paliperidon,NO,Sykehusinnkjøp HF,Paliperidone,True,Paliperidonpalmitat,name,N05AX13,434096,Paliperidone Stada,75 mg,75.0,Stada Arzneimittel AG,1582.91,,,,,NOK,procurement plan,Kan prisbehandles,,,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2601c,2601c,2601c paliperidon,NO,Sykehusinnkjøp HF,Paliperidone,True,Paliperidonpalmitat,name,N05AX13,440031,Paliperidone Sandoz,150 mg,150.0,Sandoz A/S,2749.81,,,,,NOK,procurement plan,Kan prisbehandles,,,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2601c,2601c,2601c paliperidon,NO,Sykehusinnkjøp HF,Paliperidone,True,Paliperidonpalmitat,name,N05AX13,442922,Paliperidone Stada,100 mg,100.0,Stada Arzneimittel AG,1967.77,,,,,NOK,procurement plan,Kan prisbehandles,,,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2601c,2601c,2601c paliperidon,NO,Sykehusinnkjøp HF,Paliperidone,True,Paliperidonpalmitat,name,N05AX13,444201,Trevicta,350 mg,1.75,Janssen-Cilag International N.V.,7389.55,,,,,NOK,procurement plan,Markedsført,,,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2601c,2601c,2601c paliperidon,NO,Sykehusinnkjøp HF,Paliperidone,True,Paliperidonpalmitat,name,N05AX13,445725,Xeplion,150 mg,150.0,Orifarm AS,2749.81,,,,,NOK,procurement plan,Markedsført,,,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2601c,2601c,2601c paliperidon,NO,Sykehusinnkjøp HF,Paliperidone,True,Paliperidonpalmitat,name,N05AX13,456623,Trevicta,525 mg,2.625,Janssen-Cilag International N.V.,10357.52,,,,,NOK,procurement plan,Markedsført,,,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2601c,2601c,2601c paliperidon,NO,Sykehusinnkjøp HF,Paliperidone,True,Paliperidonpalmitat,name,N05AX13,480609,Palmeux,50 mg,50.0,Amdipharm Ltd,1237.43,,,,,NOK,procurement plan,Markedsført,,,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2601c,2601c,2601c paliperidon,NO,Sykehusinnkjøp HF,Paliperidone,True,Paliperidonpalmitat,name,N05AX13,499628,Trevicta,263 mg,1.315,Janssen-Cilag International N.V.,5916.03,,,,,NOK,procurement plan,Markedsført,,,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2601c,2601c,2601c paliperidon,NO,Sykehusinnkjøp HF,Paliperidone,True,Paliperidonpalmitat,name,N05AX13,505981,Paliperidon Teva,75 mg,1.0,Teva GmbH,1582.91,,,,,NOK,procurement plan,Kan prisbehandles,,,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2601c,2601c,2601c paliperidon,NO,Sykehusinnkjøp HF,Paliperidone,True,Paliperidonpalmitat,name,N05AX13,518190,Paliperidon Teva,50 mg,1.0,Teva GmbH,1237.43,,,,,NOK,procurement plan,Kan prisbehandles,,,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2601c,2601c,2601c paliperidon,NO,Sykehusinnkjøp HF,Paliperidone,True,Paliperidonpalmitat,name,N05AX13,531882,Paliperidone Stada,50 mg,50.0,Stada Arzneimittel AG,1237.43,,,,,NOK,procurement plan,Kan prisbehandles,,,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2601c,2601c,2601c paliperidon,NO,Sykehusinnkjøp HF,Paliperidone,True,Paliperidonpalmitat,name,N05AX13,536460,Xeplion,150 mg,150.0,Janssen-Cilag International N.V.,2749.81,,,,,NOK,procurement plan,Markedsført,,,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2601c,2601c,2601c paliperidon,NO,Sykehusinnkjøp HF,Paliperidone,True,Paliperidonpalmitat,name,N05AX13,536742,Paliperidon Zentiva,50 mg,50.0,Zentiva k.s.,1237.43,,,,,NOK,procurement plan,Markedsført,,,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2601c,2601c,2601c paliperidon,NO,Sykehusinnkjøp HF,Paliperidone,True,Paliperidonpalmitat,name,N05AX13,538021,Paliperidone Sandoz,75 mg,75.0,Sandoz A/S,1582.91,,,,,NOK,procurement plan,Kan prisbehandles,,,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2601c,2601c,2601c paliperidon,NO,Sykehusinnkjøp HF,Paliperidone,True,Paliperidonpalmitat,name,N05AX13,542997,Paliperidon Teva,150 mg,1.0,Teva GmbH,2749.81,,,,,NOK,procurement plan,Kan prisbehandles,,,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2601c,2601c,2601c paliperidon,NO,Sykehusinnkjøp HF,Paliperidone,True,Paliperidonpalmitat,name,N05AX13,549759,Paliperidon Zentiva,75 mg,75.0,Zentiva k.s.,1582.91,,,,,NOK,procurement plan,Markedsført,,,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2601c,2601c,2601c paliperidon,NO,Sykehusinnkjøp HF,Paliperidone,True,Paliperidonpalmitat,name,N05AX13,550041,Paliperidone Stada,150 mg,150.0,Stada Arzneimittel AG,2749.81,,,,,NOK,procurement plan,Kan prisbehandles,,,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2601c,2601c,2601c paliperidon,NO,Sykehusinnkjøp HF,Paliperidone,True,Paliperidonpalmitat,name,N05AX13,556066,Palmeux,100 mg,100.0,Amdipharm Ltd,1967.77,,,,,NOK,procurement plan,Markedsført,,,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2601c,2601c,2601c paliperidon,NO,Sykehusinnkjøp HF,Paliperidone,True,Paliperidonpalmitat,name,N05AX13,556818,Trevicta,175 mg,0.875,Janssen-Cilag International N.V.,4651.63,,,,,NOK,procurement plan,Markedsført,,,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2601c,2601c,2601c paliperidon,NO,Sykehusinnkjøp HF,Paliperidone,True,Paliperidonpalmitat,name,N05AX13,586518,Paliperidone Sandoz,100 mg,100.0,Sandoz A/S,1967.77,,,,,NOK,procurement plan,Kan prisbehandles,,,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
