noticeId,tenderRef,title,country,buyer,productMolecule,moleculeDetected,moleculeVariant,detectionMethod,atcCode,itemNumber,productName,strength,packSize,supplier,maxPrice,packsSoldLast12m,estimatedValue,awardedValue,awardedSupplier,currency,noticeType,status,publicationDate,contractStart,procedureType,sourceDocument,sourceUrl
SIHF-2707gj,2707gj,2707gj Onkologi ikke patentert,NO,Sykehusinnkjøp HF,Anagrelide,True,Anagrelidhydroklorid,name,L01XX35,021999,Xagrid,"0,5 mg",100.0,Takeda Pharmaceuticals International AG Ireland Branch,4102.51,,,,,NOK,procurement plan,Markedsført,2026-03-06,2027-10-01,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2707gj,2707gj,2707gj Onkologi ikke patentert,NO,Sykehusinnkjøp HF,Anagrelide,True,Anagrelidhydrokloridmonohydrat,name,L01XX35,107216,Anagrelide Viatris,"0,5 mg",100.0,Viatris Limited,4102.51,,,,,NOK,procurement plan,Markedsført,2026-03-06,2027-10-01,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2707gj,2707gj,2707gj Onkologi ikke patentert,NO,Sykehusinnkjøp HF,Anagrelide,True,Anagrelidhydroklorid,name,L01XX35,560023,Anagrelide Bluefish,"0,5 mg",100.0,Bluefish Pharmaceuticals AB,4102.51,,,,,NOK,procurement plan,Markedsført,2026-03-06,2027-10-01,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2607,2607,2607 Onkologi (patentert),NO,Sykehusinnkjøp HF,Axitinib,True,Aksitinib,name,L01EK01,039471,Inlyta,3 mg,56.0,Pfizer Europe MA EEIG (1),21849.42,,,,,NOK,procurement plan,Markedsført,2026-01-23,2026-10-01,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2607,2607,2607 Onkologi (patentert),NO,Sykehusinnkjøp HF,Axitinib,True,Aksitinib,name,L01EK01,103854,Inlyta,1 mg,56.0,Pfizer Europe MA EEIG (1),6573.91,,,,,NOK,procurement plan,Markedsført,2026-01-23,2026-10-01,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2607,2607,2607 Onkologi (patentert),NO,Sykehusinnkjøp HF,Axitinib,True,Aksitinib,name,L01EK01,414726,Inlyta,1 mg,56.0,Orifarm AS,6573.91,,,,,NOK,procurement plan,Markedsført,2026-01-23,2026-10-01,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2607,2607,2607 Onkologi (patentert),NO,Sykehusinnkjøp HF,Axitinib,True,Aksitinib,name,L01EK01,416300,Axitinib Accord,1 mg,56.0,Accord Healthcare S.L.U.,6573.91,,,,,NOK,procurement plan,Kan prisbehandles,2026-01-23,2026-10-01,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2607,2607,2607 Onkologi (patentert),NO,Sykehusinnkjøp HF,Axitinib,True,Aksitinib,name,L01EK01,421839,Axitinib Accord,3 mg,56.0,Accord Healthcare S.L.U.,21849.42,,,,,NOK,procurement plan,Kan prisbehandles,2026-01-23,2026-10-01,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2607,2607,2607 Onkologi (patentert),NO,Sykehusinnkjøp HF,Axitinib,True,Aksitinib,name,L01EK01,444006,Inlyta,7 mg,56.0,Orifarm AS,46409.29,,,,,NOK,procurement plan,Markedsført,2026-01-23,2026-10-01,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2607,2607,2607 Onkologi (patentert),NO,Sykehusinnkjøp HF,Axitinib,True,Aksitinib,name,L01EK01,542492,Inlyta,3 mg,56.0,Orifarm AS,21849.42,,,,,NOK,procurement plan,Markedsført,2026-01-23,2026-10-01,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2607,2607,2607 Onkologi (patentert),NO,Sykehusinnkjøp HF,Axitinib,True,Aksitinib,name,L01EK01,546636,Axitinib Accord,5 mg,56.0,Accord Healthcare S.L.U.,32845.79,,,,,NOK,procurement plan,Kan prisbehandles,2026-01-23,2026-10-01,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2607,2607,2607 Onkologi (patentert),NO,Sykehusinnkjøp HF,Axitinib,True,Aksitinib,name,L01EK01,563373,Inlyta,5 mg,56.0,Orifarm AS,32845.79,,,,,NOK,procurement plan,Markedsført,2026-01-23,2026-10-01,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2607,2607,2607 Onkologi (patentert),NO,Sykehusinnkjøp HF,Axitinib,True,Aksitinib,name,L01EK01,599010,Inlyta,5 mg,56.0,Pfizer Europe MA EEIG (1),32845.79,,,,,NOK,procurement plan,Markedsført,2026-01-23,2026-10-01,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2632a,2632a,2632a Everolimus og Mykofenolsyre (enterotablett),NO,Sykehusinnkjøp HF,Everolimus,True,Everolimus,name,L04AH02,014847,Certican,"0,25 mg",60.0,Novartis Norge (2),1017.61,,,,,NOK,procurement plan,Markedsført,2025-06-24,2026-04-01,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2632a,2632a,2632a Everolimus og Mykofenolsyre (enterotablett),NO,Sykehusinnkjøp HF,Everolimus,True,Everolimus,name,L04AH02,014853,Certican,"0,75 mg",60.0,Novartis Norge (2),3070.93,,,,,NOK,procurement plan,Markedsført,2025-06-24,2026-04-01,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2632a,2632a,2632a Everolimus og Mykofenolsyre (enterotablett),NO,Sykehusinnkjøp HF,Everolimus,True,Everolimus,name,L04AH02,014859,Certican,"0,5 mg",60.0,Novartis Norge (2),2028.9,,,,,NOK,procurement plan,Markedsført,2025-06-24,2026-04-01,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2632a,2632a,2632a Everolimus og Mykofenolsyre (enterotablett),NO,Sykehusinnkjøp HF,Everolimus,True,Everolimus,name,L04AH02,014884,Certican,"0,1 mg",60.0,Novartis Norge (2),492.07,,,,,NOK,procurement plan,Markedsført,2025-06-24,2026-04-01,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2632a,2632a,2632a Everolimus og Mykofenolsyre (enterotablett),NO,Sykehusinnkjøp HF,Everolimus,True,Everolimus,name,L04AH02,014917,Certican,"0,25 mg",60.0,Novartis Norge (2),1017.61,,,,,NOK,procurement plan,Markedsført,2025-06-24,2026-04-01,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2632a,2632a,2632a Everolimus og Mykofenolsyre (enterotablett),NO,Sykehusinnkjøp HF,Everolimus,True,Everolimus,name,L04AH02,014946,Certican,1 mg,60.0,Novartis Norge (2),4057.8,,,,,NOK,procurement plan,Markedsført,2025-06-24,2026-04-01,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2632a,2632a,2632a Everolimus og Mykofenolsyre (enterotablett),NO,Sykehusinnkjøp HF,Everolimus,True,Everolimus,name,L01EG02,044580,Afinitor,5 mg,30.0,Novartis Europharm Limited (1),18577.57,,,,,NOK,procurement plan,Markedsført,2025-06-24,2026-04-01,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2632a,2632a,2632a Everolimus og Mykofenolsyre (enterotablett),NO,Sykehusinnkjøp HF,Everolimus,True,Everolimus,name,L01EG02,047018,Votubia,5 mg,30.0,Novartis Europharm Limited (1),24013.89,,,,,NOK,procurement plan,Markedsført,2025-06-24,2026-04-01,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2632a,2632a,2632a Everolimus og Mykofenolsyre (enterotablett),NO,Sykehusinnkjøp HF,Everolimus,True,Everolimus,name,L01EG02,047495,Afinitor,"2,5 mg",30.0,Orifarm AS,12129.65,,,,,NOK,procurement plan,Kan prisbehandles,2025-06-24,2026-04-01,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2632a,2632a,2632a Everolimus og Mykofenolsyre (enterotablett),NO,Sykehusinnkjøp HF,Everolimus,True,Everolimus,name,L01EG02,068276,Votubia,"2,5 mg",30.0,Novartis Europharm Limited (1),12336.34,,,,,NOK,procurement plan,Markedsført,2025-06-24,2026-04-01,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2632a,2632a,2632a Everolimus og Mykofenolsyre (enterotablett),NO,Sykehusinnkjøp HF,Everolimus,True,Everolimus,name,L01EG02,070422,Afinitor,5 mg,30.0,Orifarm AS,18577.57,,,,,NOK,procurement plan,Kan prisbehandles,2025-06-24,2026-04-01,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2632a,2632a,2632a Everolimus og Mykofenolsyre (enterotablett),NO,Sykehusinnkjøp HF,Everolimus,True,Everolimus,name,L01EG02,138514,Votubia,5 mg,30.0,Novartis Europharm Limited (1),22650.74,,,,,NOK,procurement plan,Markedsført,2025-06-24,2026-04-01,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2632a,2632a,2632a Everolimus og Mykofenolsyre (enterotablett),NO,Sykehusinnkjøp HF,Everolimus,True,Everolimus,name,L01EG02,189656,Afinitor,10 mg,30.0,Abacus Medicine A/S,25283.37,,,,,NOK,procurement plan,Markedsført,2025-06-24,2026-04-01,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2632a,2632a,2632a Everolimus og Mykofenolsyre (enterotablett),NO,Sykehusinnkjøp HF,Everolimus,True,Everolimus,name,L04AH02,193015,Certican,"0,5 mg",60.0,Orifarm AS,2028.9,,,,,NOK,procurement plan,Kan prisbehandles,2025-06-24,2026-04-01,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2632a,2632a,2632a Everolimus og Mykofenolsyre (enterotablett),NO,Sykehusinnkjøp HF,Everolimus,True,Everolimus,name,L01EG02,384006,Votubia,3 mg,1.0,Orifarm AS,14819.46,,,,,NOK,procurement plan,Markedsført,2025-06-24,2026-04-01,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2632a,2632a,2632a Everolimus og Mykofenolsyre (enterotablett),NO,Sykehusinnkjøp HF,Everolimus,True,Everolimus,name,L01EG02,399306,Votubia,2 mg,30.0,Novartis Europharm Limited (1),9863.88,,,,,NOK,procurement plan,Markedsført,2025-06-24,2026-04-01,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2632a,2632a,2632a Everolimus og Mykofenolsyre (enterotablett),NO,Sykehusinnkjøp HF,Everolimus,True,Everolimus,name,L04AH02,407067,Certican,"0,75 mg",60.0,Orifarm AS,3070.93,,,,,NOK,procurement plan,Kan prisbehandles,2025-06-24,2026-04-01,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2632a,2632a,2632a Everolimus og Mykofenolsyre (enterotablett),NO,Sykehusinnkjøp HF,Everolimus,True,Everolimus,name,L01EG02,457539,Afinitor,5 mg,30.0,Abacus Medicine A/S,18577.57,,,,,NOK,procurement plan,Markedsført,2025-06-24,2026-04-01,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2632a,2632a,2632a Everolimus og Mykofenolsyre (enterotablett),NO,Sykehusinnkjøp HF,Everolimus,True,Everolimus,name,L01EG02,467959,Votubia,3 mg,30.0,Novartis Europharm Limited (1),14819.46,,,,,NOK,procurement plan,Markedsført,2025-06-24,2026-04-01,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2632a,2632a,2632a Everolimus og Mykofenolsyre (enterotablett),NO,Sykehusinnkjøp HF,Everolimus,True,Everolimus,name,L01EG02,490075,Afinitor,10 mg,30.0,Orifarm AS,25283.37,,,,,NOK,procurement plan,Kan prisbehandles,2025-06-24,2026-04-01,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2632a,2632a,2632a Everolimus og Mykofenolsyre (enterotablett),NO,Sykehusinnkjøp HF,Everolimus,True,Everolimus,name,L01EG02,498011,Votubia,2 mg,1.0,Orifarm AS,9863.88,,,,,NOK,procurement plan,Markedsført,2025-06-24,2026-04-01,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2632a,2632a,2632a Everolimus og Mykofenolsyre (enterotablett),NO,Sykehusinnkjøp HF,Everolimus,True,Everolimus,name,L01EG02,498298,Afinitor,"2,5 mg",30.0,Abacus Medicine A/S,12129.65,,,,,NOK,procurement plan,Markedsført,2025-06-24,2026-04-01,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2632a,2632a,2632a Everolimus og Mykofenolsyre (enterotablett),NO,Sykehusinnkjøp HF,Everolimus,True,Everolimus,name,L01EG02,549685,Votubia,10 mg,30.0,Novartis Europharm Limited (1),31738.85,,,,,NOK,procurement plan,Markedsført,2025-06-24,2026-04-01,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2632a,2632a,2632a Everolimus og Mykofenolsyre (enterotablett),NO,Sykehusinnkjøp HF,Everolimus,True,Everolimus,name,L04AH02,590370,Certican,"0,25 mg",60.0,Orifarm AS,1017.61,,,,,NOK,procurement plan,Kan prisbehandles,2025-06-24,2026-04-01,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2707gj,2707gj,2707gj Onkologi ikke patentert,NO,Sykehusinnkjøp HF,Lenalidomide,True,Lenalidomid,name,L04AX04,035720,Lenalidomide Sandoz,5 mg,21.0,Sandoz - København,1164.06,,,,,NOK,procurement plan,Markedsført,2026-03-06,2027-10-01,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2707gj,2707gj,2707gj Onkologi ikke patentert,NO,Sykehusinnkjøp HF,Lenalidomide,True,Lenalidomid,name,L04AX04,040875,Lenalidomide Accord,5 mg,1.0,Accord Healthcare S.L.U.,1164.06,,,,,NOK,procurement plan,Kan prisbehandles,2026-03-06,2027-10-01,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2707gj,2707gj,2707gj Onkologi ikke patentert,NO,Sykehusinnkjøp HF,Lenalidomide,True,Lenalidomid,name,L04AX04,047989,Lenalidomide Sandoz,10 mg,21.0,Sandoz - København,1164.06,,,,,NOK,procurement plan,Markedsført,2026-03-06,2027-10-01,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2707gj,2707gj,2707gj Onkologi ikke patentert,NO,Sykehusinnkjøp HF,Lenalidomide,True,Lenalidomid,name,L04AX04,072988,Lenalidomid SUN,"2,5 mg",1.0,Sun Pharmaceutical - Nederland,1164.06,,,,,NOK,procurement plan,Markedsført,2026-03-06,2027-10-01,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2707gj,2707gj,2707gj Onkologi ikke patentert,NO,Sykehusinnkjøp HF,Lenalidomide,True,Lenalidomidhydrokloridmonohydrat,name,L04AX04,077711,Lenalidomide Teva,15 mg,21.0,Teva B.V.,1164.06,,,,,NOK,procurement plan,Kan prisbehandles,2026-03-06,2027-10-01,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2707gj,2707gj,2707gj Onkologi ikke patentert,NO,Sykehusinnkjøp HF,Lenalidomide,True,Lenalidomideammoniumklorid,name,L04AX04,079282,Lenalidomide Grindeks,5 mg,21.0,Grindeks AS,1164.06,,,,,NOK,procurement plan,Markedsført,2026-03-06,2027-10-01,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2707gj,2707gj,2707gj Onkologi ikke patentert,NO,Sykehusinnkjøp HF,Lenalidomide,True,Lenalidomidhydrokloridmonohydrat,name,L04AX04,079490,Lenalidomide Teva,25 mg,21.0,Teva B.V.,1434.98,,,,,NOK,procurement plan,Kan prisbehandles,2026-03-06,2027-10-01,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
SIHF-2707gj,2707gj,2707gj Onkologi ikke patentert,NO,Sykehusinnkjøp HF,Lenalidomide,True,Lenalidomid,name,L04AX04,081887,Lenalidomide Accord,"7,5 mg",1.0,Accord Healthcare S.L.U.,1164.06,,,,,NOK,procurement plan,Kan prisbehandles,2026-03-06,2027-10-01,,DMP price list and Sykehusinnkjøp procurement plan,https://www.dmp.no/contentassets/fed1be54a81f4ec99a2329ca0fd0964c/legemiddelpriser-2026-08-03.xlsx | https://www.sykehusinnkjop.no/49574c/siteassets/dokumenter/legemidler/anskaffelsesplan/23-03-2026-anskaffelser-legemidler.xlsx
